mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
3.856103610992432,0.109862634766021,0.02014636993408203,0.0037538828369358536,logistic,0.001,"(5, 2)",lbfgs,1,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (5, 2), 'solver': 'lbfgs', 'verbose': 1}",0.54,0.545,0.525,0.455,0.49,0.5109999999999999,0.03397057550292607,42
7.510851430892944,0.8525555391914418,0.019945573806762696,0.004138767070988727,logistic,0.001,"(5, 2)",sgd,1,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (5, 2), 'solver': 'sgd', 'verbose': 1}",0.115,0.11,0.115,0.115,0.12,0.11499999999999999,0.0031622776601683777,91
9.795033264160157,0.314246831414673,0.016953516006469726,0.0014100022149786042,logistic,0.001,"(5, 2)",adam,1,"{'activation': 'logistic', 'alpha': 0.001, 'hidden_layer_sizes': (5, 2), 'solver': 'adam', 'verbose': 1}",0.22,0.32,0.31,0.205,0.345,0.28,0.05648008498577175,69
4.262411069869995,0.24772279328711716,0.0217437744140625,0.003804744722240327,logistic,0.1,"(10, 5)",lbfgs,1,"{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (10, 5), 'solver': 'lbfgs', 'verbose': 1}",0.81,0.84,0.84,0.855,0.795,0.828,0.02204540768504857,3
7.558010625839233,0.35816421931110254,0.021742916107177733,0.006353014397599718,logistic,0.1,"(10, 5)",sgd,1,"{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (10, 5), 'solver': 'sgd', 'verbose': 1}",0.115,0.115,0.105,0.115,0.12,0.11400000000000002,0.004898979485566357,93
9.975464677810669,0.47982614258697925,0.017551517486572264,0.0010148695590003606,logistic,0.1,"(10, 5)",adam,1,"{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (10, 5), 'solver': 'adam', 'verbose': 1}",0.495,0.615,0.445,0.625,0.5,0.5359999999999999,0.07130217387990355,39
3.36831111907959,0.19268949847618225,0.017752408981323242,0.0027781127649297932,logistic,0.1,"(5, 2)",lbfgs,1,"{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (5, 2), 'solver': 'lbfgs', 'verbose': 1}",0.635,0.64,0.545,0.61,0.65,0.6159999999999999,0.037868192457522966,29
8.076411771774293,1.3535633244758032,0.021542835235595702,0.005835316610051725,logistic,0.1,"(5, 2)",sgd,1,"{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (5, 2), 'solver': 'sgd', 'verbose': 1}",0.1,0.115,0.115,0.115,0.205,0.13,0.037947331922020544,81
9.98153476715088,0.40368599117707177,0.02054619789123535,0.003544817395436164,logistic,0.1,"(5, 2)",adam,1,"{'activation': 'logistic', 'alpha': 0.1, 'hidden_layer_sizes': (5, 2), 'solver': 'adam', 'verbose': 1}",0.31,0.295,0.305,0.23,0.295,0.287,0.029086079144497966,68
1.2382001399993896,0.7474386163768914,0.030124139785766602,0.008564143915523431,logistic,10,"(10, 5)",lbfgs,1,"{'activation': 'logistic', 'alpha': 10, 'hidden_layer_sizes': (10, 5), 'solver': 'lbfgs', 'verbose': 1}",0.285,0.12,0.115,0.115,0.22,0.17099999999999999,0.06967065379340141,76
10.614064502716065,0.5892391964031078,0.024735164642333985,0.0075578949915801556,logistic,10,"(10, 5)",sgd,1,"{'activation': 'logistic', 'alpha': 10, 'hidden_layer_sizes': (10, 5), 'solver': 'sgd', 'verbose': 1}",0.115,0.12,0.12,0.115,0.115,0.11699999999999999,0.0024494897427831735,84
7.809552717208862,0.37373452751627045,0.022738122940063478,0.004202453703694569,logistic,10,"(10, 5)",adam,1,"{'activation': 'logistic', 'alpha': 10, 'hidden_layer_sizes': (10, 5), 'solver': 'adam', 'verbose': 1}",0.115,0.12,0.12,0.115,0.12,0.118,0.0024494897427831735,83
0.6033866882324219,0.43035982584352833,0.018351030349731446,0.004617946570711003,logistic,10,"(5, 2)",lbfgs,1,"{'activation': 'logistic', 'alpha': 10, 'hidden_layer_sizes': (5, 2), 'solver': 'lbfgs', 'verbose': 1}",0.225,0.12,0.115,0.115,0.115,0.13799999999999998,0.043543082114154474,80
10.436533451080322,0.4651805927819917,0.019352102279663087,0.002722991551788488,logistic,10,"(5, 2)",sgd,1,"{'activation': 'logistic', 'alpha': 10, 'hidden_layer_sizes': (5, 2), 'solver': 'sgd', 'verbose': 1}",0.115,0.105,0.12,0.115,0.12,0.11499999999999999,0.005477225575051661,91
6.813319206237793,0.5900993575884138,0.021946144104003907,0.00468340016898904,logistic,10,"(5, 2)",adam,1,"{'activation': 'logistic', 'alpha': 10, 'hidden_layer_sizes': (5, 2), 'solver': 'adam', 'verbose': 1}",0.115,0.115,0.12,0.115,0.115,0.11599999999999999,0.001999999999999996,88
0.3486623287200928,0.05049644940506579,0.02234025001525879,0.005029598277669476,logistic,50,"(10, 5)",lbfgs,1,"{'activation': 'logistic', 'alpha': 50, 'hidden_layer_sizes': (10, 5), 'solver': 'lbfgs', 'verbose': 1}",0.115,0.12,0.12,0.115,0.115,0.11699999999999999,0.0024494897427831735,84
10.944976234436036,0.7613141135601944,0.023742198944091797,0.009543925071354797,logistic,50,"(10, 5)",sgd,1,"{'activation': 'logistic', 'alpha': 50, 'hidden_layer_sizes': (10, 5), 'solver': 'sgd', 'verbose': 1}",0.115,0.12,0.115,0.115,0.12,0.11699999999999999,0.0024494897427831735,84
8.680809926986694,0.3257675335757086,0.02293405532836914,0.0034481929229881396,logistic,50,"(10, 5)",adam,1,"{'activation': 'logistic', 'alpha': 50, 'hidden_layer_sizes': (10, 5), 'solver': 'adam', 'verbose': 1}",0.115,0.12,0.115,0.115,0.115,0.11599999999999999,0.001999999999999996,88
0.1874985694885254,0.016067751551741425,0.0183504581451416,0.003968979488034177,logistic,50,"(5, 2)",lbfgs,1,"{'activation': 'logistic', 'alpha': 50, 'hidden_layer_sizes': (5, 2), 'solver': 'lbfgs', 'verbose': 1}",0.115,0.115,0.115,0.115,0.115,0.11500000000000002,1.3877787807814457e-17,90
10.190784168243407,0.4383363679524543,0.024735403060913087,0.0109492887805179,logistic,50,"(5, 2)",sgd,1,"{'activation': 'logistic', 'alpha': 50, 'hidden_layer_sizes': (5, 2), 'solver': 'sgd', 'verbose': 1}",0.115,0.095,0.1,0.115,0.095,0.10400000000000001,0.009165151389911681,96
8.021089458465577,0.9088478372861194,0.02632765769958496,0.010918587559561274,logistic,50,"(5, 2)",adam,1,"{'activation': 'logistic', 'alpha': 50, 'hidden_layer_sizes': (5, 2), 'solver': 'adam', 'verbose': 1}",0.115,0.12,0.12,0.115,0.115,0.11699999999999999,0.0024494897427831735,84
4.528205394744873,0.22627683522457312,0.022139930725097658,0.005620192803797949,tanh,0.001,"(10, 5)",lbfgs,1,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (10, 5), 'solver': 'lbfgs', 'verbose': 1}",0.78,0.8,0.72,0.73,0.725,0.751,0.032619012860600205,17
10.56578893661499,0.49520011351404997,0.02233877182006836,0.005554691210786755,tanh,0.001,"(10, 5)",sgd,1,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (10, 5), 'solver': 'sgd', 'verbose': 1}",0.62,0.605,0.7,0.7,0.615,0.648,0.042731721238442974,28
10.603281736373901,1.0095089636343764,0.018256092071533205,0.0025546638735158183,tanh,0.001,"(10, 5)",adam,1,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (10, 5), 'solver': 'adam', 'verbose': 1}",0.75,0.775,0.74,0.78,0.77,0.763,0.01536229149573723,15
3.2970905780792235,0.15776606878210145,0.018750715255737304,0.0035890502472711457,tanh,0.001,"(5, 2)",lbfgs,1,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (5, 2), 'solver': 'lbfgs', 'verbose': 1}",0.715,0.67,0.57,0.615,0.505,0.615,0.07368853370776215,30
10.019844436645508,0.292090318204762,0.019347572326660158,0.0038137847989263046,tanh,0.001,"(5, 2)",sgd,1,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (5, 2), 'solver': 'sgd', 'verbose': 1}",0.325,0.32,0.355,0.33,0.42,0.35,0.03701351104664349,62
9.30544605255127,0.279414512166441,0.02313694953918457,0.0058301375379763145,tanh,0.001,"(5, 2)",adam,1,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (5, 2), 'solver': 'adam', 'verbose': 1}",0.37,0.395,0.395,0.38,0.355,0.379,0.015297058540778369,57
4.392965507507324,0.23803935019359385,0.02074580192565918,0.002918284365266848,tanh,0.1,"(10, 5)",lbfgs,1,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (10, 5), 'solver': 'lbfgs', 'verbose': 1}",0.75,0.795,0.75,0.78,0.785,0.772,0.01860107523773829,13
11.382223510742188,0.40081531605754844,0.024732446670532225,0.007963143653555762,tanh,0.1,"(10, 5)",sgd,1,"{'activation': 'tanh', 'alpha': 0.1, 'hidden_layer_sizes': (10, 5), 'solver': 'sgd', 'verbose': 1}",0.66,0.69,0.66,0.62,0.675,0.6610000000000001,0.023323807579381194,27
